,price,Address,moreinfo,bedroom,bathroom,size_sqf,types,city,province
203,"3,800",Downtown West,"2 bd
1 ba
900 sf",2,1,900,Apt/Condo,Vancouver,BC
204,"1,900",West End,"0 bd
1 ba
450 sf",0,1,450,Apt/Condo,Vancouver,BC
205,"1,500",West End,"0 bd
1 ba
228 sf",0,1,228,Apt/Condo,Vancouver,BC
206,"2,500",West End,"0 bd
1 ba
421 sf",0,1,421,Apt/Condo,Vancouver,BC
207,"3,600",West End,"2 bd
2 ba
765 sf",2,2,765,Apt/Condo,Vancouver,BC
208,"2,350",West End,"0 bd
1 ba
415 sf",0,1,415,Apt/Condo,Vancouver,BC
209,"2,400",West End,"0 bd
1 ba
415 sf",0,1,415,Apt/Condo,Vancouver,BC
210,"2,500",West End,"0 bd
1 ba
515 sf",0,1,515,Apt/Condo,Vancouver,BC
211,"3,700",West End,"2 bd
2 ba
692 sf",2,2,692,Apt/Condo,Vancouver,BC
212,"2,275",West End,"0 bd
1 ba
400 sf",0,1,400,Apt/Condo,Vancouver,BC
213,"3,000",Downtown West,"2 bd
1 ba
576 sf",2,1,576,Apt/Condo,Vancouver,BC
214,"1,900",West End,"0 bd
1 ba
450 sf",0,1,450,Apt/Condo,Vancouver,BC
215,"2,850",West End,"2 bd
1 ba
560 sf",2,1,560,Apt/Condo,Vancouver,BC
216,"2,600",Downtown West,"1 bd
1 ba
557 sf",1,1,557,Apt/Condo,Vancouver,BC
217,"3,000",Yaletown,"2 bd
1 ba
657 sf",2,1,657,Apt/Condo,Vancouver,BC
218,"2,200",Downtown West,"0 bd
1 ba
439 sf",0,1,439,Apt/Condo,Vancouver,BC
219,"2,850",Yaletown,"1 bd
1 ba
555 sf",1,1,555,Apt/Condo,Vancouver,BC
220,"2,700",Downtown West,"1 bd
1 ba
500 sf",1,1,500,Apt/Condo,Vancouver,BC
221,"4,200",West End,"3 bd
2 ba
890 sf",3,2,890,Apt/Condo,Vancouver,BC
222,"2,500",Downtown West,"1 bd
1 ba
516 sf",1,1,516,Apt/Condo,Vancouver,BC
223,"2,000",Marpole,"1 bd
1 ba
466 sf",1,1,466,House,Vancouver,BC
224,"2,000",West End,"1 bd
1 ba
500 sf",1,1,500,Apt/Condo,Vancouver,BC
225,"3,850",Downtown West,"2 bd
2 ba
816 sf",2,2,816,House,Vancouver,BC
226,"3,100",Downtown West,"2 bd
2 ba
1100 sf",2,2,1100,Apt/Condo,Vancouver,BC
227,"3,000",Downtown West,"2 bd
2 ba
800 sf",2,2,800,House,Vancouver,BC
228,"12,000",West End,"2 bd
2 ba
2500 sf",2,2,2500,Apt/Condo,Vancouver,BC
229,"9,950",Downtown East,"2 bd
2 ba
2400 sf",2,2,2400,Apt/Condo,Vancouver,BC
230,"9,100",Cambie,"1 bd
1 ba
715 sf",1,1,715,House,Vancouver,BC
231,"3,000",West End,"2 bd
2 ba
700 sf",2,2,700,Apt/Condo,Vancouver,BC
232,"3,000",Downtown West,"2 bd
1 ba
592 sf",2,1,592,Apt/Condo,Vancouver,BC
233,"2,500",Downtown West,"1 bd
1 ba
456 sf",1,1,456,Apt/Condo,Vancouver,BC
234,"2,400",West End,"1 bd
1 ba
490 sf",1,1,490,Apt/Condo,Vancouver,BC
235,"2,300",Downtown West,"0 bd
1 ba
439 sf",0,1,439,Apt/Condo,Vancouver,BC
236,"2,250",West End,"0 bd
1 ba
259 sf",0,1,259,Apt/Condo,Vancouver,BC
237,"2,600",West End,"1 bd
1 ba
516 sf",1,1,516,Apt/Condo,Vancouver,BC
238,"2,450",Downtown West,"1 bd
1 ba
456 sf",1,1,456,Apt/Condo,Vancouver,BC
239,"2,750",Downtown West,"1 bd
1 ba
525 sf",1,1,525,Apt/Condo,Vancouver,BC
240,"5,300",Downtown West,"3 bd
3 ba
1430 sf",3,3,1430,House,Vancouver,BC
241,"2,600",Downtown West,"1 bd
1 ba
505 sf",1,1,505,Apt/Condo,Vancouver,BC
242,"2,000",Downtown West,"1 bd
1 ba
526 sf",1,1,526,Apt/Condo,Vancouver,BC
243,"2,000",West End,"1 bd
1 ba
500 sf",1,1,500,Apt/Condo,Vancouver,BC
244,"3,980",Downtown West,"2 bd
2 ba
950 sf",2,2,950,House,Vancouver,BC
245,"1,000",South Granville,"2 bd
2 ba
0 sf",2,2,0,House,Vancouver,BC
246,"9,990",Yaletown,"2 bd
2 ba
1700 sf",2,2,1700,Townhouse,Vancouver,BC
247,"1,800",West End,"0 bd
1 ba
450 sf",0,1,450,Apt/Condo,Vancouver,BC
248,"2,300",West End,"1 bd
1 ba
500 sf",1,1,500,Apt/Condo,Vancouver,BC
249,"2,900",Downtown West,"2 bd
1 ba
623 sf",2,1,623,Apt/Condo,Vancouver,BC
250,"3,350",West End,"2 bd
2 ba
735 sf",2,2,735,Apt/Condo,Vancouver,BC
251,"2,900",Downtown West,"2 bd
1 ba
623 sf",2,1,623,Apt/Condo,Vancouver,BC
252,"2,700",Downtown West,"2 bd
1 ba
614 sf",2,1,614,Apt/Condo,Vancouver,BC
253,"2,300",Downtown West,"1 bd
1 ba
456 sf",1,1,456,Apt/Condo,Vancouver,BC
254,"2,250",Yaletown,"1 bd
1 ba
555 sf",1,1,555,Apt/Condo,Vancouver,BC
255,"2,700",Yaletown,"2 bd
1 ba
657 sf",2,1,657,Apt/Condo,Vancouver,BC
256,"2,200",West End,"0 bd
1 ba
406 sf",0,1,406,Apt/Condo,Vancouver,BC
257,"2,300",Downtown West,"1 bd
1 ba
512 sf",1,1,512,Apt/Condo,Vancouver,BC
258,"2,500",Yaletown,"2 bd
1 ba
711 sf",2,1,711,Apt/Condo,Vancouver,BC
259,"4,000",Knight,"3 bd
3 ba
1000 sf",3,3,1000,House,Vancouver,BC
260,"13,800",Coal Harbour,"3 bd
3 ba
2001 sf",3,3,2001,House,Vancouver,BC
261,"2,100",Downtown West,"1 bd
1 ba
500 sf",1,1,500,House,Vancouver,BC
